date,open,high,low,close,volume,hold,settle
2021-09-15,8845.0,9400.0,8600.0,9120.0,64,12,8870.0
2021-09-16,9345.0,9420.0,9120.0,9235.0,32,24,9310.0
2021-09-17,9275.0,9385.0,9010.0,9080.0,31,27,9200.0
2021-09-22,9160.0,9415.0,9030.0,9415.0,27,30,9210.0
2021-09-23,9210.0,9660.0,9210.0,9660.0,1073,1059,9230.0
2021-09-24,9600.0,9785.0,9135.0,9370.0,460,1310,9400.0
2021-09-27,9575.0,10055.0,9480.0,10030.0,378,1432,9860.0
2021-09-28,10435.0,10445.0,9980.0,10020.0,95,1432,10080.0
2021-09-29,10150.0,10190.0,9510.0,9805.0,146,1440,9785.0
2021-09-30,9890.0,10165.0,9605.0,10125.0,89,1482,9850.0
2021-10-08,10200.0,10545.0,10000.0,10425.0,146,1552,10300.0
2021-10-11,10425.0,11020.0,10425.0,11020.0,347,1790,10925.0
2021-10-12,11665.0,11730.0,11025.0,11585.0,430,1805,11500.0
2021-10-13,11455.0,11585.0,10755.0,10780.0,574,1897,11170.0
2021-10-14,10725.0,10995.0,10390.0,10580.0,555,2023,10530.0
2021-10-15,10535.0,10795.0,10085.0,10430.0,223,2038,10405.0
2021-10-18,10510.0,10800.0,10120.0,10740.0,202,2048,10495.0
2021-10-19,10565.0,10900.0,10565.0,10750.0,107,2075,10780.0
2021-10-20,10580.0,10580.0,10030.0,10030.0,370,2005,10150.0
2021-10-21,9830.0,10300.0,9775.0,9775.0,452,1949,10065.0
2021-10-22,9765.0,9990.0,9375.0,9645.0,302,1928,9695.0
2021-10-25,9735.0,9800.0,9320.0,9530.0,220,1936,9530.0
2021-10-26,9530.0,9550.0,9055.0,9285.0,820,1958,9250.0
2021-10-27,9215.0,9250.0,8675.0,8715.0,428,2086,8950.0
2021-10-28,8590.0,9185.0,8425.0,9020.0,451,1961,8800.0
2021-10-29,9020.0,9205.0,8660.0,8775.0,304,1984,8895.0
2021-11-01,8730.0,9050.0,8730.0,8741.0,152,2002,8849.0
2021-11-02,8740.0,8850.0,8260.0,8341.0,354,2078,8469.0
2021-11-03,8300.0,8599.0,8300.0,8575.0,337,2091,8402.0
2021-11-04,8520.0,8520.0,7903.0,7983.0,938,2784,8045.0
2021-11-05,8000.0,8151.0,7900.0,8130.0,202,2747,8041.0
2021-11-08,8080.0,8255.0,8002.0,8208.0,394,2864,8165.0
2021-11-09,8180.0,8468.0,8105.0,8320.0,201,2822,8340.0
2021-11-10,8376.0,8629.0,8200.0,8577.0,373,2881,8408.0
2021-11-11,8650.0,8860.0,8520.0,8770.0,134,2877,8660.0
2021-11-12,8734.0,8737.0,8400.0,8405.0,219,2800,8563.0
2021-11-15,8312.0,8501.0,8255.0,8255.0,226,2775,8339.0
2021-11-16,8205.0,8366.0,8067.0,8068.0,312,2871,8192.0
2021-11-17,8057.0,8152.0,7969.0,8044.0,253,2865,8040.0
2021-11-18,8035.0,8192.0,8000.0,8102.0,164,2863,8089.0
2021-11-19,8108.0,8634.0,8044.0,8591.0,264,2798,8321.0
2021-11-22,8500.0,8616.0,8366.0,8455.0,1315,2196,8509.0
2021-11-23,8467.0,8600.0,8361.0,8436.0,133,2220,8478.0
2021-11-24,8515.0,8720.0,8450.0,8688.0,174,2218,8594.0
2021-11-25,8693.0,8841.0,8652.0,8680.0,106,2229,8744.0
2021-11-26,8657.0,8657.0,8285.0,8285.0,236,2232,8419.0
2021-11-29,8210.0,8481.0,8194.0,8427.0,180,2207,8342.0
2021-11-30,8519.0,8519.0,8180.0,8251.0,397,2314,8288.0
2021-12-01,8346.0,8440.0,8259.0,8372.0,126,2297,8345.0
2021-12-02,8400.0,8400.0,8070.0,8070.0,400,2385,8182.0
2021-12-03,8058.0,8205.0,7950.0,8150.0,323,2440,8030.0
2021-12-06,8158.0,8300.0,8122.0,8258.0,452,2373,8213.0
2021-12-07,8328.0,8384.0,8242.0,8302.0,198,2367,8315.0
2021-12-08,8360.0,8370.0,8030.0,8053.0,355,2434,8198.0
2021-12-09,8060.0,8120.0,7996.0,8055.0,388,2554,8036.0
2021-12-10,8029.0,8160.0,7984.0,8061.0,1609,2996,8029.0
2021-12-13,8060.0,8215.0,7878.0,8140.0,3409,4093,7987.0
2021-12-14,8158.0,8211.0,8109.0,8129.0,2717,3230,8175.0
2021-12-15,8158.0,8188.0,7980.0,7980.0,2191,3900,8021.0
2021-12-16,7960.0,8060.0,7945.0,8021.0,1427,3987,8000.0
2021-12-17,8050.0,8222.0,8037.0,8171.0,2321,3626,8155.0
2021-12-20,8145.0,8377.0,8123.0,8146.0,1603,3642,8260.0
2021-12-21,8116.0,8409.0,8116.0,8275.0,997,3718,8307.0
2021-12-22,8261.0,8340.0,8199.0,8243.0,961,3633,8254.0
2021-12-23,8256.0,8393.0,8188.0,8389.0,675,3758,8291.0
2021-12-24,8363.0,8460.0,8334.0,8430.0,383,3834,8400.0
2021-12-27,8400.0,8494.0,8160.0,8160.0,795,4183,8298.0
2021-12-28,8155.0,8400.0,8155.0,8394.0,620,4073,8283.0
